name,price,size,color,rpm,airflow,noise_level,pwm
Xigmatek Crystal,,120,Clear,1500,61.37,20,FALSE
Xigmatek Crystal,,120,Clear,1500,61.37,20,FALSE
Xigmatek eXTREME OCTAGON,,120,White,1400,50,14,FALSE
Xigmatek eXTREME OCTAGON,,120,Black / Blue,1400,53.34,14,FALSE
Xigmatek eXTREME SILENT,,120,Black,1800,75,20,FALSE
Xigmatek eXTREME SILENT,,120,Black,1800,75,20,FALSE
Xigmatek Galaxy II Elite 3-Pack,,120,Black / White,"6,001,500",,,FALSE
Xigmatek Galaxy II Pro 3-Pack,,120,Black / White,"6,001,500",,,FALSE
Xigmatek XAF,5.99,120,Black,1500,75.3,24,FALSE
Xigmatek XAF,,120,Black,1500,75.3,24,FALSE
Xigmatek XAF,,120,Black,"10,001,800",90.3,26,FALSE
Xigmatek XAF,,120,Blue,1500,75.3,24,FALSE
Xigmatek XAF,,120,Orange,1500,75.3,24,FALSE
Xigmatek XAF,,120,White,1500,75.3,24,FALSE
Xigmatek XLF,32.92,120,Orange,1500,61,20,FALSE
Xigmatek XLF,,120,Black,"8,001,500",61,20,TRUE
Xigmatek XLF,,120,Blue,1500,61,20,FALSE
Xigmatek XLF,,120,Clear,1500,61,20,FALSE
Xilence Performance C,,120,Black / Red,1500,57.9,28,TRUE
Xion Alphawing,,120,White,1200,51.02,"19.6,25.2",FALSE
Xion Alphawing,,120,Translucent Black,1200,51.02,"19.6,25.2",FALSE
Xion Alphawing,,120,Blue,1200,51.02,"19.6,25.2",FALSE
Xion Alphawing,,120,Black,1200,51.02,"19.6,25.2",FALSE
Xion Alphawing,,120,Red / Black,1200,51.02,"19.6,25.2",FALSE
Yate Loon D12SL-12,,120,Black / White,1000,36.86,18,FALSE
YEYIAN Typhoon 3-Pack,,120,Black,1200,38.5,23,TRUE
YEYIAN Typhoon 3-Pack,,120,Black,1500,36,23.5,FALSE
YEYIAN Typhoon 3-Pack,,120,Black,1500,36,23.5,FALSE
YEYIAN Typhoon 3-Pack,,120,Black / White,1000,36,23,FALSE
Zalman F3,,120,Black,"9,001,800",,"20,34",FALSE
Zalman F3,,120,Transparent,"10,001,800",,"20,32",FALSE
Zalman F3,,120,Black / Clear,1200,,"20,23",FALSE
Zalman F3,,120,Black,1200,,"20,23",FALSE
Zalman F3,,120,Clear,1500,,23,FALSE
Zalman F3,,120,Transparent,"10,001,800",,"20,32",FALSE
Zalman F3,,120,Transparent,"10,001,800",,"20,32",FALSE
Zalman F3,,120,Clear,1200,,"20,23",FALSE
Zalman SF120,9.99,120,Silver / Black,"8,001,500",54,28,TRUE
Zalman SF3,,120,White,1500,,23,FALSE
